L,g,E_exact,E_vmc_real,Var_E,Mean_Two_Point_Correlation,Var_Two_Point_Correlation,Exact_Two_Point_Correlation,Exact_Two_Point_Correlation_Variance,rel_error
12,1.004,-15.353331658749955,-15.353438381969521,7.395536198399012e-05,0.45410400390625,0.2512464221258958,0.4537910009114647,0.25130971360032195,6.951144021291021e-06
12,1.002,-15.337940599050599,-15.338139447849592,8.792097240368942e-05,0.45916259765625006,0.24979335257675914,0.4574172467036019,0.2502540123681268,1.2964504439749925e-05
12,0.998,-15.30729545449889,-15.307273759088059,0.00010258503124177155,0.46605224609375,0.2480852887199985,0.464681843179809,0.24808145204246823,1.4173248890310206e-06
12,0.996,-15.292041644118274,-15.29213182818881,9.300957505205032e-05,0.46974283854166665,0.24696319341659548,0.4683189810450723,0.24696502109264015,5.897451277844715e-06
12,0.994,-15.276833849830899,-15.276967529985267,9.80665366357699e-05,0.47191162109375,0.24679188064403002,0.47195853046713526,0.24582880153767958,8.750514385531563e-06
12,0.992,-15.26167219653491,-15.261838352215012,0.00010581488117569738,0.47498128255208333,0.24552477992309457,0.4755998763489391,0.24467304699355014,1.0887121539639295e-05
12,0.99,-15.24655680406559,-15.246584631101069,0.00010192649596380166,0.47947265625,0.24386031218634707,0.4792424010733703,0.24349802662222939,1.8251357232350809e-06
12,0.988,-15.231487787130835,-15.231573483802318,0.00010065490746759536,0.48473388671875,0.24150902477833958,0.4828854850463367,0.2423040249343306,5.626283701314423e-06
12,0.986,-15.216465255250293,-15.21648908810469,0.00010859630098987296,0.48719482421875004,0.24080499448710016,0.4865285072462982,0.24109134156205295,1.566254317133923e-06
12,0.984,-15.201489312699032,-15.20162891192094,8.920213325294931e-05,0.4904890950520833,0.23946846195790508,0.4901708457793312,0.2398602910026315,9.183259550221032e-06
12,0.982,-15.186560058455328,-15.186698307398721,9.893778598567295e-05,0.4971728515625,0.23696520601643456,0.4938118784383005,0.2386112023327935,9.103374487804198e-06
12,0.978,-15.156841984038577,-15.156906251598265,0.00012369960949181271,0.5026163736979167,0.23534797229700619,0.5010875391162419,0.2360602979527267,4.240168219469864e-06
12,0.976,-15.142053334932205,-15.14229097918747,0.00011731484140368217,0.5072802734375,0.23293853407700857,0.5047209262255882,0.23475921032568564,1.569432163577682e-05
12,0.974,-15.12731171619425,-15.127070704823375,0.00010607724323450138,0.5098274739583334,0.23260090339448716,0.5083505267716516,0.23344153998857228,1.5932201001506037e-05
12,0.972,-15.112617199696201,-15.112565836056717,0.00013082562391170433,0.51307373046875,0.23164494128690827,0.5119757254395108,0.23210768365143608,3.3987256346911084e-06
12,0.97,-15.097969851796346,-15.098050733404087,0.00011880763053829885,0.5144254557291666,0.23140594702561698,0.5155959099816125,0.23075805031216623,5.357118111518873e-06
12,0.968,-15.083369733320218,-15.083279619388922,0.00010794735156373768,0.51862060546875,0.23015566020475495,0.5192104717741283,0.22939306078577884,5.974389867104741e-06
12,0.966,-15.068816899546423,-15.068884849750976,0.00012344787484531853,0.5216088867187499,0.22909848570227614,0.5228188063683422,0.22801314721092877,4.509325782231999e-06
12,0.964,-15.054311400196905,-15.054257611833629,0.00011992118451455063,0.5258194986979167,0.22755058438976608,0.5264203140356317,0.2266187525349772,3.572954075839926e-06
12,0.962,-15.039853279432247,-15.040007963646975,0.00010009249739245207,0.5316910807291667,0.22396854866610635,0.530014400305012,0.2252103299788341,1.0284955036050121e-05
12,0.958,-15.01107932250109,-15.010922423876167,0.00013016442638677674,0.5377303059895834,0.22161299085021022,0.5371779602181489,0.2223532621358673,1.0452188117301693e-05
12,0.956,-14.996763546877252,-14.996622139362385,0.0001192314339091129,0.5412060546875,0.22074943518903523,0.5407462759188411,0.22090556958677818,9.429202135870061e-06
12,0.954,-14.98249527094906,-14.982619606990061,0.00011256605979265797,0.5446801757812499,0.2199231697393788,0.544304855340585,0.21944575344362846,8.298753895948369e-06
12,0.952,-14.968274511174336,-14.968223262767133,0.00012401640734879468,0.5471541341145834,0.21898308485812612,0.547853138024465,0.21797430965834844,3.4238019328825194e-06
12,0.95,-14.95410127852542,-14.95434609080803,0.00013975060871752594,0.5501529947916667,0.21776788023842705,0.5513905717762447,0.21649174090078155,1.6370912437437137e-05
16,2.0,-34.03342499269476,-34.033269351522904,0.0019704532737719552,0.0009033203125,0.14438700139522553,0.0016338910785191614,0.14465977021953536,4.5731856811821525e-06
16,1.98,-33.73470143836078,-33.73595361780957,0.002350675511484935,0.0012841796875,0.14504107549190523,0.0017732718663992304,0.1451658665035359,3.7118438741155615e-05
16,1.96,-33.436437476426924,-33.436791879888034,0.0026951070644435074,0.00175537109375,0.1460809030473232,0.001926217973194869,0.14569325191795943,1.059931882275008e-05
16,1.94,-33.138648543872534,-33.137804384363406,0.0024191272158197727,0.0020416259765625,0.14636713913641872,0.0020942180913225234,0.1462432112943736,2.5473564741508008e-05
16,1.92,-32.841350799058084,-32.84238844583742,0.0020997026966656247,0.002677001953125,0.14685440592616797,0.002278943428534146,0.14681713202210783,3.159573994646957e-05
16,1.9,-32.54456116616812,-32.54514891315921,0.002110517690143816,0.0024346923828125,0.14800417359136045,0.002482272520427909,0.147416514233386,1.8059760833343082e-05
16,1.88,-32.24829738317706,-32.24902852372499,0.0020377253103174044,0.0036285400390625,0.1481098500546068,0.0027063197603381167,0.1480429821826594,2.2672221706455887e-05
16,1.86,-31.95257805369664,-31.951807781260577,0.0019075432946364973,0.0041192626953125,0.14866848699711263,0.0029534682570599253,0.1486982969770348,2.4106738265990278e-05
16,1.84,-31.65742270310769,-31.656952529881384,0.0022746707717765215,0.0025885009765625002,0.14983354014120998,0.003226407740152246,0.14938437083629696,1.4851911057869529e-05
16,1.82,-31.362851839435006,-31.362945024968944,0.0028448681613315275,0.0023919677734375,0.1492665868397802,0.0035281783631123777,0.15010328308532817,2.971207287372445e-06
16,1.8,-31.06888701948241,-31.068101847262007,0.003301737515928019,0.0034466552734375,0.1507127604600042,0.003862221410830271,0.15085729810888332,2.5271977715564525e-05
16,1.78,-30.775550920825225,-30.776196681248837,0.0020309032136878627,0.0052587890625,0.15164898087978365,0.004232438104937587,0.15164888552876765,2.0982903775592705e-05
16,1.76,-30.482867420337705,-30.48242409172468,0.001177942084891088,0.005350341796875,0.15285589532703162,0.0046432579255097995,0.15248074289623942,1.4543533812303706e-05
16,1.74,-30.190861680039447,-30.190909767115663,0.0011300545816594796,0.0053631591796875,0.1533386986818165,0.00509971813812598,0.15335582122758953,1.592769253348473e-06
16,1.72,-29.899560241165062,-29.898881771850284,0.0007394124176694399,0.0046295166015625005,0.154351889109239,0.005607556541523821,0.1542773537473096,2.269161517110822e-05
16,1.7,-29.608991127506588,-29.6099122639469,0.000967916469774237,0.005228271484375,0.15545972572416067,0.0061733198449880605,0.15524888823943112,3.111002453088354e-05
16,1.68,-29.319183959254637,-29.319316500520216,0.0009091278640564592,0.0063043212890625,0.15616066446863117,0.006804490561235603,0.1562743234407277,4.520632830811988e-06
